d47495,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523700885,,200
4fc7b7,::1,POST,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/validate_add_user_ajax,1523701132,,200
ed12cd,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523701982,,200
3e6fc4,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523701985,,200
e4c122,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523701995,,200
948f1c,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523702016,,200
74f274,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/,1523702148,,200
19fd94,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/view_all_users_ajax,1523702151,,200
5c293b,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/37,1523702221,,200
8b9f1c,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/18,1523702224,,200
31e986,::1,POST,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/validate_add_user_ajax,1523702241,,200
82ff56,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/view_all_users_ajax,1523702243,,200
f40256,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/38,1523702249,,200
41ddf3,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/18,1523702254,,200
6117be,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/37,1523702257,,200
9e527e,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/38,1523702258,,200
1ce65b,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/37,1523702260,,200
d63c29,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/38,1523702261,,200
cb28bd,::1,POST,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/validate_add_task_ajax,1523702281,,200
21cc8e,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/38,1523702289,,200
efd114,::1,DELETE,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/delete_task_ajax/45,1523702297,,200
86d6f3,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/show_tasks_user_ajax/38,1523702303,,200
b47127,::1,DELETE,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/delete_user_ajax_sans_get/38,1523702311,,200
e25e49,::1,GET,http://localhost/PORTFOLIO/realisations/05-mini-api-rest/web/index_dev.php/view_all_users_ajax,1523702319,,200
